id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
49287,49428,87639,,,,,10.090705,-34.88267,361.0108,-11.64,-0.7,0.0,6.6,-1.188,K0/K1III,1.097,-259.913654,141.941648,-206.461277,0.00001038,0.00001754,-0.000001,2.641740418217266,-0.6088174486948312,-0.0000000564323124,-0.000000003393695,,,Ant,1,49287,,260.13572566531326,,,
49293,49434,87638,,,,,10.092433,-33.392201,77.821,-108.19,-19.88,1.8,6.99,2.535,F0V,0.313,-57.039178,31.116282,-42.830127,0.00002182,0.00003459,-0.00000727,2.6421927504506915,-0.5828038463333912,-0.000000524519921,-0.000000096380959,,,Ant,1,49293,,8.433347577642751,,,
49304,49445,87500,3969,,,,10.0947,15.757506,100.0,-77.31,-7.2,12.0,6.36,1.36,F2Vn,0.387,-84.515371,46.040071,27.156683,0.00000672,0.00003902,-0.00000003,2.642786266417256,0.27502036256738127,-0.0000003748094564,-0.000000034906585,,,Leo,1,49304,,24.888573182823905,,,
49309,49450,87660,,,,,10.09591,-30.891668,158.4786,-38.01,-17.21,0.0,6.62,0.62,G8III,1.0,-119.446709,65.020013,-81.365523,0.00001992,0.0000224,-0.00001135,2.6431030535703,-0.5391613250687975,-0.00000018427768,-0.000000083436434,,,Ant,1,49309,,49.20395356814509,,,
49321,49462,87896,,,,,10.098032,-63.83512,145.3488,-8.06,-15.4,0.0,6.91,1.098,G8III,0.885,-56.309714,30.61129,-130.454738,0.00001127,0.00000034,-0.00000478,2.643658559085152,-1.1141330202864275,-0.0000000390759827,-0.000000074661306,,,Car,1,49321,,31.681081593280503,,,
49336,49477,87816,3978,,,,10.102009,-52.187939,131.406,-55.35,16.15,5.0,6.5,0.907,K0III,0.997,-70.819015,38.403517,-103.814188,0.00000691,0.00003636,0.00000227,2.644699681986743,-0.9108513628976712,-0.0000002683443722,0.000000078297409,,,Vel,1,49336,,37.77461093882191,R,6.511,6.491
49344,49485,87783,3976,,,,10.103115,-47.369995,73.692,-10.84,-53.46,21.0,5.06,0.723,K0IV,0.88,-43.880173,23.778686,-54.218475,0.00000141,0.00000364,-0.00002874,2.644989382154224,-0.8267623748371887,-0.000000052553803,-0.000000259181393,,,Vel,1,49344,,44.75071720476559,,,
49389,49530,87682,3973,,14    Sex,,10.113174,5.611493,109.1703,-33.02,-16.29,17.0,6.2,1.009,K1III,0.939,-95.65932,51.512399,10.674964,-0.00000769,0.00002399,-0.00000688,2.6476226482520735,0.097939030958705,-0.0000001600854773,-0.000000078976148,,14,Sex,1,49389,,34.387452222912714,,,
49400,49541,87768,,,,,10.114958,-17.44418,164.2036,-32.06,3.45,0.0,6.72,0.643,A8/A9IV/V,0.23,-137.959914,74.208117,-49.224382,0.00001136,0.00002287,0.00000262,2.6480896969764225,-0.3044583816468788,-0.000000155431266,0.000000016726071,,,Hya,1,49400,,48.17259035591632,,,
49405,49546,88189,,,,,10.116636,-71.478031,59.8802,-41.05,-23.77,0.0,6.58,2.694,F5V,0.48,-16.756231,9.003703,-56.778521,0.0000114,0.0000074,-0.00000219,2.6485290526098613,-1.2475269853518463,-0.0000001990160159,-0.000000115240211,,,Car,1,49405,,7.284504232923299,,,
49419,49561,87810,,,,,10.118779,-21.255737,71.736,60.06,2.53,0.0,6.66,2.381,F3V,0.417,-58.910247,31.611642,-26.006549,-0.00001016,-0.00001825,0.00000082,2.6490900238170947,-0.3709825906743725,0.0000002911790965,0.000000012265786,,,Hya,1,49419,,9.718517029401687,,,
49427,49569,87808,3977,,,,10.119305,-17.141733,117.2333,15.41,-56.22,11.0,5.59,0.245,K4III,1.49,-98.719028,52.955798,-34.552953,-0.00000531,-0.00000709,-0.00003385,2.6492278997106466,-0.29917967991969624,0.0000000747097882,-0.000000272562251,,,Hya,1,49427,,69.50243175887965,,,
49441,49583,87737,3975,,30Eta Leo,,10.122209,16.762664,389.1051,-1.94,-0.53,3.0,3.48,-4.47,A0Ib,-0.031,-328.449984,175.868859,112.220999,-0.00000112,0.00000475,-0.00000007,2.6499881097028775,0.29256368451677,-0.0000000094053854,-0.000000002569512,Eta,30,Leo,1,49441,,5345.643593969719,,,
49451,49593,87696,3974,Gl 378.3,21    LMi,,10.123821,35.244693,28.2406,50.97,0.64,-17.6,4.49,2.236,A7V,0.19,-20.337129,10.878482,16.2967,0.00000972,-0.00001311,-0.00001032,2.6504100842084135,0.6151359411495613,0.000000247109533,0.000000003102807,,21,LMi,1,49451,,11.107082559188644,,,
49468,49610,87870,,,,,10.125603,-22.489618,276.2431,-3.31,0.06,31.9,6.99,-0.216,M4III,1.538,-225.115955,120.281294,-105.667522,-0.00002452,0.00001813,-0.00001241,2.650876690585838,-0.39251788845473,-0.0000000160473328,0.000000000290888,,,Hya,1,49468,,106.26738654024653,IO,7.08,6.92
49471,49613,87806,,,,,10.125926,0.918321,326.7974,-16.27,-7.24,-29.7,6.67,-0.901,M2III:,1.64,-288.209655,153.961454,5.237588,0.00003877,0.00000851,-0.00001196,2.650961216807124,0.0160277178705375,-0.0000000788791858,-0.00000003510051,,,Sex,1,49471,,199.71008660281842,TZ,6.8,6.59
49477,49619,88015,,,,,10.126589,-48.26082,354.6099,-15.94,3.94,17.0,6.4,-1.349,B3III,-0.15,-208.248771,111.200017,-264.604033,-0.00000176,0.000032,-0.00000846,2.651134814806119,-0.8423102158604838,-0.0000000772793007,0.000000019101659,,,Vel,1,49477,,301.7171522601772,,,
49492,49633,87855,,,,,10.129342,-7.630769,257.0694,-55.26,-14.19,32.0,6.63,-0.42,M2III:,1.61,-224.84391,119.853149,-34.135943,0.00000584,0.00007492,-0.00002187,2.651855608804651,-0.13318204495678376,-0.0000002679080399,-0.000000068795061,,,Sex,1,49492,,128.23305826560218,,,
49496,49637,87837,3980,,31    Leo,,10.131742,9.997508,90.5797,-81.1,-64.2,41.0,4.39,-0.395,K4III,1.448,-78.745563,41.911852,15.725184,-0.00002404,0.00005314,-0.00002048,2.6524838726409192,0.1744894285591575,-0.0000003931838949,-0.000000311250382,,31,Leo,1,49496,,125.31411749414156,,,
49500,49641,87887,3981,,15Alp Sex,,10.1323,-0.371637,86.881,-26.17,-3.65,7.0,4.48,-0.215,A0III,-0.032,-76.698775,40.80808,-0.563531,-0.00000113,0.00001309,-0.00000158,2.6526299538372733,-0.00648628383736625,-0.0000001268757402,-0.000000017695699,Alp,15,Sex,1,49500,,106.16955571987242,,,
49501,49642,88158,,,,,10.132398,-62.221416,210.5263,-5.93,7.81,24.0,6.45,-0.167,Ap Si,-0.095,-86.620998,46.084438,-186.264438,-0.00001348,0.00001403,-0.000018,2.6526556574423013,-1.085968580690455,-0.0000000287494513,0.000000037863948,,,Car,1,49501,,101.57808007968997,V495,6.464,6.434
49504,49645,88013,3984,,,,10.133793,-37.333445,135.318,-27.42,7.03,1.0,6.34,0.683,K0III,0.98,-95.005926,50.500928,-82.063962,0.00000525,0.00001758,0.00000305,2.6530207338107767,-0.6515915307789912,-0.0000001329359112,0.000000034082401,,,Ant,1,49504,,46.43014072818033,,,
49517,49658,87822,3979,,,,10.137749,31.604053,61.237,-79.91,-91.81,-8.0,6.23,2.295,F4V,0.469,-46.078277,24.432008,32.090976,0.00000465,0.00002438,-0.0000275,2.654056421122144,0.5515947763099001,-0.0000003874146121,-0.00000044510744,,,LMi,1,49517,,10.519618738232229,,,
49521,49662,88176,,,,,10.138368,-58.198582,71.736,-3.27,-13.73,0.0,6.63,2.351,G2IV,0.616,-33.401613,17.703528,-60.966967,0.00000412,-0.0000009,-0.00000252,2.6542184662826855,-1.0157568834430324,-0.0000000158534074,-0.000000066564918,,,Car,1,49521,,9.990793899844617,,,
49528,49669,87901,3982,,32Alp Leo,Regulus,10.139532,11.967207,24.3132,-249.4,4.91,6.0,1.36,-0.569,B7V,-0.087,-21.018857,11.132218,5.041397,0.00000856,0.00002873,0.00000184,2.654523172153456,0.20886716528807125,-0.0000012091253193,0.000000023804351,Alp,32,Leo,1,49528,,147.09570767969763,,,
49547,49688,86321,3934,,,,10.142888,83.918372,404.8583,-1.21,6.27,-12.0,6.31,-1.727,K0,1.549,-37.922331,20.042166,402.579638,0.00001308,-0.00000423,-0.0000109,2.6554018686703516,1.4646519009808987,-0.0000000058662455,0.000000030397817,,,Cam,1,49547,,427.36603149693076,,,
49548,49689,88025,3986,,,,10.143174,-15.611939,173.6111,-37.47,3.13,9.0,6.25,0.052,A0V,-0.007,-147.835918,78.117906,-46.72233,0.00000627,0.00003236,0.00000006,2.6554766424777467,-0.272479740221655,-0.0000001816596861,0.000000015174668,,,Hya,1,49548,,83.02330159249539,,,
49553,49694,87974,,,,,10.144795,1.160757,53.3618,12.86,16.43,0.0,6.68,3.044,F0,0.366,-47.180952,24.90524,1.080984,-0.00000148,-0.00000298,0.00000425,2.655901232536594,0.020259032980261247,0.0000000623470393,0.000000079654887,,,Sex,1,49553,,5.27715681764812,,,
49557,49698,88323,3995,,,,10.145223,-65.815438,113.2503,-62.86,38.98,0.3,5.26,-0.01,K0III,0.973,-41.032817,21.654181,-103.310384,-0.00000127,0.00003969,0.00000849,2.6560130474035537,-1.1486960874217451,-0.0000003047538796,0.000000188980372,,,Car,1,49557,,87.90225168308842,,,
49560,49701,88024,3985,,,,10.146015,-10.884801,139.47,-4.29,-5.86,-9.0,6.54,0.818,A2V,0.02,-121.141928,63.8973,-26.336795,0.00001001,-0.000002,-0.00000215,2.6562205760130646,-0.18997561358820875,-0.0000000207985069,-0.000000028410081,,,Sex,1,49560,,41.00152405066133,,,
49571,49712,88206,3990,,,,10.148957,-51.811261,408.1633,-14.6,0.51,14.0,4.85,-3.204,B3IV,-0.12,-223.293293,117.558256,-320.807643,0.00000492,0.00003006,-0.00001063,2.656990721650523,-0.9042770863651963,-0.0000000707827974,0.000000002472549,,,Vel,1,49571,,1665.7123280688083,,,
49579,49720,88223,,,,,10.151585,-48.30652,95.511,-64.96,32.59,0.0,6.76,1.86,F3/F5IV+...,0.314,-56.234346,29.556627,-71.319389,0.00000402,0.00003187,0.00001004,2.6576788173190398,-0.8431078224931925,-0.0000003149349669,0.000000158000778,,,Vel,1,49579,,15.703628043335524,,,
49583,49724,87734,,,,,10.152128,63.952426,232.5581,9.44,0.49,0.0,6.53,-0.303,K5,1.64,-90.401684,47.498285,208.937116,-0.00000451,-0.00000965,0.00000024,2.6578208784561004,1.1161804057863862,0.0000000457664114,0.000000002375587,,,UMa,1,49583,,115.1330474155817,,,
49588,49729,88009,,,,,10.152342,18.530589,181.8182,51.23,-64.77,0.0,6.92,0.622,G8II,1.067,-152.613705,80.174476,57.783806,-0.00003706,-0.00003154,-0.00005413,2.6578770192379246,0.323419791379075,0.0000002483700485,-0.00000031401382,,,Leo,1,49588,,49.1133999646998,,,
49599,49739,88048,,,,,10.154131,6.170902,175.4386,-12.44,-2.86,26.3,6.6,0.379,K0,1.352,-154.449305,81.046569,18.858701,-0.000019,0.00002192,0.00000047,2.6583452322803085,0.10770255267537875,-0.0000000603108219,-0.000000013865671,,16,Sex,1,49599,,61.43275612705213,,,
49606,49747,88021,,,,,10.155449,20.332351,290.6977,-22.86,-17.7,11.4,6.68,-0.637,F5,0.553,-241.415402,126.575389,101.007359,-0.0000024,0.00003763,-0.00001934,2.6586904202514354,0.35486647514481623,-0.0000001108284074,-0.000000085812021,,,Leo,1,49606,,156.60297206860486,,,
49610,49751,88366,3999,,,,10.156098,-61.54901,546.4481,-93.65,77.27,289.0,6.94,-1.748,M2/M3e,1.5,-230.584055,120.847797,-480.453074,-0.00016897,0.00036864,-0.00016236,2.6588602602548965,-1.0742328691141123,-0.0000004540280118,0.00000037461553,,,Car,1,49610,,435.7124805030843,S,8.555,5.315
49622,49764,88473,4002,,,,10.158386,-68.682779,209.205,-19.74,22.09,10.0,5.8,-0.803,A0IV,0.015,-67.383125,35.263444,-194.891697,-0.0000125,0.00002914,-0.00000138,2.6594591196055704,-1.1987406299157575,-0.0000000957022205,0.000000107095342,,,Car,1,49622,,182.4735830762581,,,
49627,49769,88218,3992,Gl 379.1A,,,10.158841,-35.856771,31.6356,-442.84,16.26,36.8,6.14,3.639,G1V,0.615,-22.718965,11.886092,-18.531094,0.00000316,0.00007499,-0.00002002,2.6595784221970993,-0.6258187062313401,-0.000002146948903,0.000000078830704,,,Ant,1,49627,Gl 379.1,3.0507034978225147,,,
